gene	M_1	M_2	M_3	O_1	O_2	O_3	WT_1	WT_2	WT_3
AT3G06310	667	618	584	460	356	315	372	572	356
AT3G06315	0	0	0	0	0	0	0	0	0
AT3G06320	431	368	403	268	135	101	181	338	169
AT3G06325	7	15	33	11	8	15	4	34	14
AT3G06330	453	610	519	650	611	756	353	392	468
AT3G06335	0	0	0	0	0	0	0	0	0
AT3G06340	704	899	788	620	466	466	592	606	552
AT3G06345	275	343	655	218	161	239	262	158	206
AT3G06350	2056	3060	2049	1536	1470	1136	1877	1505	1551
AT3G06355	3022	3827	4795	1009	1170	1525	2316	1799	1522
AT3G06360	28	14	26	2	0	4	16	0	0
AT3G06370	99	89	55	103	273	105	98	94	41
AT3G06375	0	0	0	0	0	0	0	0	0
AT3G06380	1278	2586	1869	1876	1403	1700	784	995	1077
AT3G06385	0	0	0	0	0	0	0	0	0
AT3G06390	15	66	14	13	4	8	23	3	10
AT3G06395	0	0	0	0	0	0	0	0	0
AT3G06400	2525	2877	2880	2063	2144	2067	1740	1725	1805
AT3G06405	0	0	0	0	0	0	0	0	0
AT3G06410	483	448	532	437	474	327	289	361	237
AT3G06415	0	0	0	0	0	0	0	0	0
AT3G06420	212	419	342	193	159	118	135	155	286
AT3G06425	19	11	9	24	20	11	1	9	9
AT3G06430	1563	1424	1674	1246	1285	1099	750	1052	936
AT3G06435	143	44	90	26	17	14	50	60	18
AT3G06436	33	11	34	5	2	4	8	11	2
AT3G06440	710	757	771	669	519	568	351	364	480
AT3G06445	0	0	0	0	0	0	0	0	0
AT3G06450	1183	1338	1331	1164	899	870	484	504	527
AT3G06455	119	173	180	89	83	94	76	97	93
AT3G06460	0	1	0	1	0	0	0	1	0
AT3G06465	0	1	0	0	0	0	0	0	0
AT3G06470	900	1357	1105	984	860	834	773	808	801
AT3G06475	0	0	0	0	0	0	0	0	0
AT3G06480	1388	1578	1437	983	787	899	673	739	684
AT3G06483	3452	5475	4453	4000	4198	3445	3060	3689	3354
AT3G06485	0	0	0	0	0	0	0	0	0
AT3G06490	21	145	96	20	83	50	449	284	331
AT3G06495	2	3	0	0	0	0	6	0	0
AT3G06500	2995	9123	4890	13381	23460	12267	31558	22611	31639
AT3G06510	2992	4110	3593	3947	3613	3913	2309	1967	3005
AT3G06515	0	3	0	0	0	0	4	0	1
AT3G06520	51	39	31	52	48	40	13	28	54
AT3G06525	0	2	0	0	0	0	0	0	1
AT3G06530	1167	1144	1034	358	355	359	387	461	228
AT3G06535	0	0	0	0	0	0	0	0	0
AT3G06540	568	785	725	523	363	433	358	281	462
AT3G06545	0	1	0	0	0	0	0	0	0
AT3G06550	2316	1917	1575	1186	1382	1046	1890	1566	1645
AT3G06555	0	0	0	0	0	0	0	0	0
AT3G06560	0	0	0	0	0	0	0	0	0
AT3G06565	0	0	0	0	0	2	0	0	0
AT3G06570	284	333	449	268	188	264	182	218	242
AT3G06575	0	2	0	0	0	0	0	0	0
AT3G06580	1389	1650	1599	1301	1281	1341	959	892	1038
AT3G06585	0	0	0	0	0	0	0	0	0
AT3G06590	769	946	1104	488	319	344	184	186	282
AT3G06595	2	1	0	0	0	0	0	0	0
AT3G06600	18	5	6	2	8	0	4	8	8
AT3G06605	0	0	0	0	0	0	0	0	0
AT3G06610	819	722	772	556	415	371	326	655	334
AT3G06615	0	0	0	0	0	0	0	0	0
AT3G06620	864	1173	1182	1131	892	1062	968	1003	1029
AT3G06625	0	0	0	0	0	0	4	0	0
AT3G06630	72	48	77	36	28	18	18	14	16
AT3G06635	1	0	0	0	0	0	0	0	0
AT3G06640	48	1	31	4	8	5	0	1	0
AT3G06645	0	0	0	0	0	0	0	0	0
AT3G06650	3545	2449	3077	2694	2863	1912	2093	2678	2290
AT3G06655	14	5	6	14	43	8	10	33	19
AT3G06660	428	289	374	226	171	138	117	222	152
AT3G06665	0	3	0	0	0	0	0	0	0
AT3G06670	2113	2455	2006	1748	1962	1868	1344	1612	1759
AT3G06675	0	0	0	0	0	0	0	0	0
AT3G06680	386	222	299	142	83	68	115	252	92
AT3G06685	14	2	11	7	0	1	0	3	0
AT3G06690	64	79	55	23	24	30	29	49	49
AT3G06695	0	0	0	0	0	0	0	0	0
AT3G06700	3734	2830	2745	1213	952	607	1519	2609	1392
AT3G06710	42	28	36	20	7	13	31	23	24
AT3G06715	0	0	0	1	0	0	0	0	0
AT3G06720	1933	2321	2239	1500	1386	1564	1268	1306	1174
AT3G06725	0	0	0	0	0	0	0	0	0
AT3G06730	1236	735	1013	349	422	271	366	793	409
AT3G06735	0	2	0	0	0	0	0	0	0
AT3G06740	284	91	180	92	37	50	37	38	33
AT3G06745	0	0	0	0	0	0	0	0	0
AT3G06750	1381	870	1289	1042	1571	1033	598	1221	891
AT3G06755	15	30	14	10	13	10	18	17	10
AT3G06760	673	556	557	667	883	683	1486	1595	1333
AT3G06765	0	1	1	0	0	1	0	0	0
AT3G06770	1307	610	1238	918	427	679	74	238	122
AT3G06775	0	0	0	0	0	0	0	0	0
AT3G06778	42	30	49	41	20	50	11	49	10
AT3G06780	788	913	1150	1006	1382	1140	1699	1568	1822
AT3G06785	0	0	0	0	0	0	0	0	0
AT3G06790	807	730	872	436	369	350	447	499	469
AT3G06795	0	0	0	0	0	0	0	0	0
AT3G06805	0	0	0	0	1	0	0	0	0
AT3G06810	1412	2559	2277	938	955	992	993	947	1110
AT3G06815	0	0	0	0	1	0	1	0	0
AT3G06820	750	743	715	502	496	494	312	538	390
AT3G06830	68	72	88	51	16	70	2	36	22
AT3G06835	1	0	4	4	0	0	0	0	0
AT3G06840	105	8	63	9	2	22	6	11	2
AT3G06845	0	0	0	0	0	0	0	0	0
AT3G06850	1565	1063	1046	628	592	506	255	592	332
AT3G06855	0	0	0	0	0	0	0	0	0
AT3G06860	1814	3959	2609	1384	1373	1516	1461	937	1539
AT3G06868	409	139	402	140	84	75	58	207	58
AT3G06870	297	106	298	100	55	50	48	156	42
AT3G06880	2095	652	998	955	2119	490	1506	2871	1255
AT3G06890	12	50	22	143	316	218	279	302	188
AT3G06895	0	0	0	0	1	0	0	0	0
AT3G06900	0	0	0	0	1	1	0	0	0
AT3G06905	0	0	0	0	0	0	0	0	0
AT3G06910	253	196	205	150	180	110	88	158	139
AT3G06915	0	0	0	0	0	0	0	0	0
AT3G06920	363	289	274	91	80	90	119	137	137
AT3G06925	2	0	1	0	0	0	0	0	0
AT3G06930	568	667	525	273	315	262	320	324	274
AT3G06935	0	0	0	0	0	0	1	0	0
AT3G06950	859	719	987	437	441	424	411	761	401
AT3G06955	3	12	2	0	0	0	3	0	1
AT3G06960	1056	1224	1176	766	658	749	515	710	641
AT3G06962	1	1	0	0	0	0	0	0	0
AT3G06970	0	0	0	0	7	4	3	0	0
AT3G06975	0	0	0	0	0	0	0	0	0
AT3G06980	3205	2586	3649	1997	1789	1848	1434	2090	1528
AT3G06985	3	1	2	4	2	0	0	2	2
AT3G06990	49	18	90	0	0	0	6	3	13
AT3G07000	28	26	48	0	0	0	8	1	4
AT3G07005	1	2	4	1	2	0	0	0	1
AT3G07010	1153	777	1941	567	689	279	236	585	349
AT3G07020	1122	1116	1306	923	1115	962	933	947	1034
AT3G07025	0	0	0	0	0	0	0	0	0
AT3G07030	607	734	807	529	338	443	281	287	297
AT3G07040	700	772	742	1125	1175	1005	1614	1501	1472
AT3G07045	2	6	0	1	3	2	25	29	27
AT3G07050	1209	847	1012	351	240	279	327	433	240
AT3G07055	0	0	0	0	0	0	2	0	0
AT3G07060	394	230	290	169	124	62	148	240	138
AT3G07065	0	0	0	0	0	0	0	0	0
AT3G07070	0	0	0	1	0	3	0	0	2
AT3G07075	0	0	0	0	0	0	0	0	0
AT3G07080	430	474	556	444	287	353	530	544	560
AT3G07085	0	0	0	0	0	0	0	0	0
AT3G07090	523	556	554	475	564	386	1048	650	1104
AT3G07095	0	0	0	0	0	0	0	0	0
AT3G07100	3751	5277	4374	2892	3579	3577	2822	2496	2906
AT3G07105	33	79	25	32	57	36	15	16	21
AT3G07110	4103	3019	3153	1200	973	625	1414	2197	935
AT3G07115	0	0	0	0	0	0	0	0	0
AT3G07120	10	1	1	20	0	9	29	14	8
AT3G07125	23	27	15	4	3	4	8	18	5
AT3G07130	51	55	33	79	26	35	30	36	29
AT3G07135	0	0	0	0	0	0	0	0	0
AT3G07140	876	986	914	609	534	421	507	563	508
AT3G07150	2	4	4	9	5	4	5	4	7
AT3G07155	0	1	0	0	1	0	0	0	0
AT3G07160	3471	4868	4033	2747	3380	2857	5065	4779	4515
AT3G07165	0	0	0	0	0	0	0	0	0
AT3G07170	976	797	896	663	613	582	671	749	626
AT3G07175	8	13	15	6	4	5	2	3	11
AT3G07180	1250	1294	1378	896	849	805	608	813	751
AT3G07185	0	0	0	0	0	0	0	0	0
AT3G07190	217	160	212	267	234	199	92	103	48
AT3G07195	199	202	108	904	1648	771	1117	415	345
AT3G07200	291	170	227	239	216	178	81	106	121
AT3G07205	196	263	268	263	230	268	177	207	202
AT3G07210	359	229	329	182	147	169	106	231	131
AT3G07215	315	350	389	168	111	122	197	264	169
AT3G07220	1322	1563	1454	906	793	809	865	923	925
AT3G07225	0	0	0	0	0	0	0	0	0
AT3G07230	775	842	778	530	334	270	373	595	450
AT3G07235	0	0	0	0	0	0	0	0	0
AT3G07245	0	0	0	0	0	0	0	0	0
AT3G07250	4	2	3	2	0	0	2	8	2
AT3G07255	4	6	6	0	2	2	8	0	20
AT3G07260	103	148	121	72	84	63	77	82	77
AT3G07265	41	18	29	19	19	18	19	30	20
AT3G07270	1192	1452	1245	1116	1104	745	1365	1477	1173
AT3G07273	116	138	145	160	127	137	127	161	145
AT3G07275	0	0	0	0	0	0	0	2	0
AT3G07290	78	29	99	36	22	14	16	12	24
AT3G07295	0	0	0	0	0	0	0	0	0
AT3G07300	888	869	802	668	494	532	629	685	514
AT3G07305	2	12	10	0	0	0	1	0	6
AT3G07310	2496	3016	2898	2893	2083	2398	1120	1435	1837
AT3G07315	1739	905	1305	885	602	446	326	686	434
AT3G07320	1301	540	769	835	1435	463	1560	1911	1339
AT3G07325	0	1	0	0	0	0	0	0	0
AT3G07330	1418	1524	1615	1093	921	982	1175	1326	1178
AT3G07335	0	0	0	1	0	0	0	0	0
AT3G07340	474	471	478	412	287	396	321	327	359
AT3G07345	0	0	0	0	0	0	0	0	0
AT3G07350	968	1495	890	1487	2490	1732	1395	1488	2049
AT3G07355	35	59	45	15	23	33	17	19	29
AT3G07360	3441	4235	3357	7778	7388	8026	2469	3381	4312
AT3G07365	21	46	18	6	0	0	4	3	79
AT3G07370	403	503	522	534	689	455	591	526	563
AT3G07375	332	350	405	372	151	249	154	249	159
AT3G07380	39	65	32	43	36	67	46	34	42
AT3G07385	2	0	1	5	1	0	0	0	3
AT3G07390	2726	5793	2712	4373	7467	4572	7838	5148	4899
AT3G07395	0	0	0	0	0	0	0	0	0
AT3G07400	1193	1089	1058	934	1578	1157	1535	1836	1662
AT3G07405	0	0	0	0	0	0	0	0	0
AT3G07410	559	384	464	163	167	129	106	224	129
AT3G07415	0	0	0	0	0	0	0	0	0
AT3G07420	175	203	223	70	114	94	129	135	101
AT3G07425	2	0	5	0	0	0	0	1	0
AT3G07430	3438	2743	3007	954	826	660	1458	1926	1183
AT3G07435	0	0	0	0	0	0	0	0	1
AT3G07440	412	282	364	221	228	175	172	255	193
AT3G07450	0	0	0	0	0	1	0	0	0
AT3G07460	6620	4576	7480	5722	3278	3862	1649	3191	2349
AT3G07465	3	3	5	0	2	2	0	1	0
AT3G07470	4522	3490	4734	6130	3892	4144	2656	3178	2729
AT3G07475	4	0	0	1	0	0	0	1	0
AT3G07480	3590	3956	3425	2477	2228	1856	2673	3013	2573
AT3G07485	1	1	1	0	0	0	0	0	0
AT3G07490	0	0	1	0	0	0	2	0	0
AT3G07495	0	0	0	0	0	0	0	1	0
AT3G07500	116	97	117	95	54	103	21	45	31
AT3G07505	0	0	0	0	0	0	0	0	0
AT3G07510	267	197	277	241	138	171	80	199	88
AT3G07515	0	0	0	0	0	0	2	1	0
AT3G07520	254	524	407	116	149	196	99	140	150
AT3G07522	0	1	1	2	0	1	2	1	0
AT3G07525	189	196	233	182	166	158	93	143	112
AT3G07530	182	167	174	72	93	95	43	82	66
AT3G07540	1258	439	881	532	409	462	97	157	95
AT3G07545	0	0	0	0	0	0	0	0	0
AT3G07550	595	430	574	395	168	298	147	199	175
AT3G07555	385	416	441	292	312	205	182	304	245
AT3G07560	2386	3199	3139	2443	2545	2361	2204	2791	2664
AT3G07565	560	627	675	683	668	586	560	558	550
AT3G07568	624	528	556	288	296	177	297	545	299
AT3G07570	361	578	582	279	195	280	196	153	203
AT3G07580	76	73	76	131	201	138	112	122	89
AT3G07585	0	0	0	0	0	0	0	0	0
AT3G07590	288	182	278	169	79	123	101	155	49
AT3G07600	21	24	41	23	7	15	9	9	10
AT3G07605	13	10	11	6	5	0	0	5	1
AT3G07610	671	936	940	570	510	605	541	541	582
AT3G07615	126	49	86	35	14	28	2	7	0
AT3G07620	0	0	0	0	3	0	0	0	0
AT3G07625	41	54	58	34	51	41	32	39	31
AT3G07630	704	835	1036	728	507	641	507	715	446
AT3G07635	3	2	2	1	2	3	4	4	2
AT3G07640	607	613	679	537	447	438	215	271	301
AT3G07645	0	0	0	0	0	0	0	0	0
AT3G07650	395	581	769	296	125	223	36	142	133
AT3G07655	0	1	0	0	2	0	0	0	0
AT3G07660	1468	1903	1613	1007	1112	1061	1064	1216	1071
AT3G07665	0	1	0	0	2	0	0	0	0
AT3G07670	1331	1232	1671	1506	1363	1268	978	1273	1049
AT3G07675	18	17	27	38	18	39	2	7	12
AT3G07680	1279	1454	1000	741	722	565	680	686	820
AT3G07685	0	0	0	0	0	0	0	0	0
AT3G07690	368	443	446	323	227	207	207	197	187
AT3G07695	0	0	0	0	0	0	0	0	0
AT3G07700	2544	4676	3960	4042	4617	4943	4953	3287	4767
AT3G07705	100	48	99	152	121	89	26	98	81
AT3G07710	0	0	0	0	0	0	0	0	0
AT3G07715	19	5	1	3	2	1	3	2	1
AT3G07720	625	1096	793	958	1003	765	1381	1164	1124
AT3G07725	68	23	15	11	7	1	11	15	5
AT3G07730	93	228	155	65	59	81	103	93	96
